,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
46351,E932354332284325691B6A9,2012-03-24 14:27:59.057000000,2012-03-28 00:00:00,4000,136.98,1.0,60,0.35838,E,3,Business
46354,18383555672629522FC15AD,2012-08-11 09:05:13.637000000,2012-08-14 00:00:00,11000,430.93,1.0,36,0.27725,D,6,Auto
46355,1B2A3537086253510BF97CE,2012-01-16 10:15:12.540000000,2012-01-30 00:00:00,20000,416.24,1.0,60,0.09325,AA,1,Debt Consolidation
46361,1B4A3551049327879591C3B,2012-06-25 14:39:45.773000000,2012-06-27 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46366,8D3A3561611500197D762D7,2012-10-17 13:56:05.467000000,2012-10-24 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
46372,31513555603068809503931,2012-08-28 01:49:56.690000000,2012-09-04 00:00:00,18000,489.39,1.0,60,0.23718,B,1,Debt Consolidation
46378,317A3557240596829F95A88,2012-09-05 17:57:57.877000000,2012-09-11 00:00:00,4000,136.98,1.0,60,0.35838,E,20,Wedding Loans
46401,FF15354845337324488F526,2012-06-06 14:25:13.420000000,2012-06-13 00:00:00,5500,148.33,1.0,60,0.23318,B,2,Home Improvement
46402,FF1D35549795410629D1ACA,2012-08-07 11:00:33.840000000,2012-08-21 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
46403,FF2935567859813403612A4,2012-08-28 13:07:05.267000000,2012-08-31 00:00:00,5000,456.95,1.0,12,0.25214,D,1,Debt Consolidation
46407,9C833560067055080F77341,2012-09-30 14:26:02.823000000,2012-10-04 00:00:00,2000,83.15,1.0,36,0.32333,E,7,Other
46410,9C8D3560230381337F47F25,2012-10-19 06:59:09.483000000,2012-10-22 00:00:00,3000,90.25,1.0,60,0.28848,D,1,Debt Consolidation
46413,9CAA35652713089995E1EE4,2012-12-15 05:11:34.760000000,2012-12-27 00:00:00,6000,226.02,1.0,36,0.24758,C,1,Debt Consolidation
46438,1A75354059685326160E0DE,2012-02-18 07:41:35.140000000,2012-02-29 00:00:00,24500,778.98,1.0,36,0.11766,A,2,Home Improvement
46441,538035659968579197F7A46,2012-12-11 02:54:18.757000000,2012-12-24 00:00:00,11500,306.22,1.0,60,0.22693,B,1,Debt Consolidation
46446,4DD93559011630272198F8B,2012-09-28 11:27:24.713000000,2012-10-04 00:00:00,2000,86.85,1.0,36,0.35797,HR,7,Other
46451,B633355168172722861937D,2012-07-12 12:06:29.990000000,2012-07-17 00:00:00,4000,96.23,1.0,60,0.17849,A,1,Debt Consolidation
46452,B633356035139006009E074,2012-10-15 17:08:20.940000000,2012-10-23 00:00:00,10000,271.55,1.0,60,0.23656,C,3,Business
46461,A5EC35436351371010DA1B4,2012-04-05 10:57:06.187000000,2012-04-12 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
46476,37BC356166965138098F084,2012-10-27 14:37:39.887000000,2012-10-30 00:00:00,8800,322.53,1.0,36,0.22712,C,20,Wedding Loans
46483,38083544268848581205B06,2012-04-11 17:39:20.727000000,2012-04-20 00:00:00,2000,68.83,1.0,36,0.17359,B,1,Debt Consolidation
46484,EBFF35636399705767AA02D,2012-11-22 19:29:09.350000000,2012-12-06 00:00:00,4500,129.4,1.0,60,0.26528,C,1,Debt Consolidation
46486,EC3635542878014210768E6,2012-08-05 09:00:05.960000000,2012-08-13 00:00:00,10000,355.48,1.0,36,0.20462,B,1,Debt Consolidation
46500,DAC43563840682973AF34CB,2012-11-20 06:20:07.833000000,2012-12-11 00:00:00,20000,452.1,1.0,60,0.14985,A,7,Other
46508,1A0635603913109459A818C,2012-10-06 10:25:04.610000000,2012-10-11 00:00:00,13000,434.83,1.0,36,0.15324,A,1,Debt Consolidation
46512,9CCE3542534353253C89A84,2012-03-16 15:05:55.843000000,2012-04-30 00:00:00,4000,377.93,1.0,12,0.31786,E,3,Business
46518,9CF535486519468902714E0,2012-05-27 18:16:37.500000000,2012-05-31 00:00:00,2000,79.51,1.0,36,0.28851,D,7,Other
46527,A6333544214319175D07E31,2012-04-14 05:37:01.540000000,2012-04-25 00:00:00,4000,80.72,1.0,12,0.31786,E,1,Debt Consolidation
46529,A6383563050367296200CF4,2012-11-14 10:58:01.523000000,2012-11-28 00:00:00,2500,108.57,1.0,36,0.35797,HR,1,Debt Consolidation
46533,A6883559388795084A9DE6F,2012-10-08 16:17:50.237000000,2012-10-16 00:00:00,2000,70.3,1.0,36,0.19645,B,1,Debt Consolidation
46543,B64A3557598417390C8CCFE,2012-09-08 15:45:47.993000000,2012-09-12 00:00:00,7500,291.26,1.0,36,0.2706,D,14,Large Purchases
46547,E28D35403269988157BC4AD,2012-02-16 17:29:35.837000000,2012-02-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
46548,E29B3554795686056C74773,2012-08-09 08:19:22.940000000,2012-08-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46549,E2A13548546299949E8475B,2012-06-09 10:51:28.710000000,2012-06-15 00:00:00,10000,359.92,1.0,36,0.21372,B,13,Household Expenses
46554,A1EA35393230371622715FD,2012-02-13 14:57:49.757000000,2012-02-27 00:00:00,10000,256.39,1.0,60,0.20358,B,1,Debt Consolidation
46556,A1EC3541522545698CCD86F,2012-02-28 07:17:09.830000000,2012-02-29 00:00:00,12000,307.67,1.0,60,0.20358,B,1,Debt Consolidation
46561,63783543518347038CFADCC,2012-04-15 11:46:18.677000000,2012-04-20 00:00:00,3000,107.98,1.0,36,0.21372,B,13,Household Expenses
46565,78FB35504570985759DFACF,2012-06-29 06:35:11.677000000,2012-07-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46567,79043552175403313FD5F3F,2012-07-11 15:17:17.613000000,2012-07-24 00:00:00,5000,150.0,1.0,60,0.28704,D,1,Debt Consolidation
46569,52453547804530577477D3B,2012-05-15 11:40:08.897000000,2012-05-25 00:00:00,15000,473.39,1.0,60,0.31375,D,7,Other
46575,46633549503451532A32F8F,2012-05-30 14:13:30.033000000,2012-06-08 00:00:00,15000,404.54,1.0,60,0.23318,B,14,Large Purchases
46577,380D3548838789095860383,2012-06-05 17:00:53.980000000,2012-06-07 00:00:00,3000,115.93,1.0,36,0.26681,D,13,Household Expenses
46579,32E73542415733040CABD7B,2012-03-28 06:26:44.837000000,2012-03-30 00:00:00,7000,225.84,1.0,36,0.12782,A,7,Other
46581,32F0354417835758182B417,2012-04-04 20:46:34.267000000,2012-04-13 00:00:00,7000,179.47,1.0,60,0.20358,B,20,Wedding Loans
46589,1A18355776451362384EC54,2012-09-07 05:57:10.770000000,2012-09-12 00:00:00,13000,278.01,1.0,60,0.12502,AA,1,Debt Consolidation
46594,1A563543562628740D0CDF6,2012-03-23 11:35:56.590000000,2012-04-12 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
46616,9D1835650672643982C62DF,2012-12-03 20:06:58.220000000,2012-12-11 00:00:00,5000,125.67,1.0,60,0.19907,B,13,Household Expenses
46618,9D213547417955803EB1356,2012-05-18 12:50:14.853000000,2012-05-24 00:00:00,3500,139.14,1.0,36,0.28851,D,2,Home Improvement
46619,9D223554025625804539162,2012-08-10 10:50:06.387000000,2012-08-14 00:00:00,4000,124.64,1.0,60,0.30697,D,19,Vacation
46621,9D2A35530963178456A7234,2012-07-26 05:28:06.293000000,2012-08-21 00:00:00,14500,425.42,1.0,60,0.27554,C,1,Debt Consolidation
46624,BD1A35368268473665AD16C,2012-01-12 08:45:06.777000000,2012-01-18 00:00:00,11000,410.15,1.0,36,0.2399,C,2,Home Improvement
46627,BD333537783971304FFDF92,2012-01-14 18:25:33.103000000,2012-01-31 00:00:00,19500,629.12,1.0,36,0.12782,A,14,Large Purchases
46634,A6B3355306132509655795E,2012-07-18 10:42:30.977000000,2012-07-26 00:00:00,2000,70.57,1.0,36,0.19921,B,1,Debt Consolidation
46639,FDED3546920772766008CE7,2012-05-20 16:43:51.470000000,2012-05-22 00:00:00,3485,147.92,1.0,36,0.33973,E,2,Home Improvement
46640,4E14355721739449192C3F6,2012-08-28 12:22:22.943000000,2012-10-11 00:00:00,25000,787.91,1.0,36,0.09736,AA,1,Debt Consolidation
46643,4E2A355043766329011DB5C,2012-06-24 09:18:26.297000000,2012-07-03 00:00:00,6500,202.16,1.0,36,0.08829,AA,2,Home Improvement
46645,4E3F3557960590813FF757A,2012-09-20 09:45:19.400000000,2012-09-27 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46652,E2C5354487739078726F227,2012-04-21 09:23:32.277000000,2012-04-24 00:00:00,4250,161.17,1.0,36,0.25259,C,1,Debt Consolidation
46654,E2CB3548850822463E8157F,2012-05-29 16:46:28.667000000,2012-06-06 00:00:00,12000,278.29,1.0,60,0.16151,A,1,Debt Consolidation
46656,E2D13548506486118A0E9E6,2012-05-30 10:17:51.123000000,2012-06-26 00:00:00,8000,287.94,1.0,36,0.21372,B,2,Home Improvement
46666,79153554076090563DC6226,2012-07-25 09:45:42.473000000,2012-07-31 00:00:00,4000,115.84,1.0,60,0.26887,C,15,Medical/Dental
46667,792E3546938958066C61895,2012-05-02 13:36:15.027000000,2012-05-07 00:00:00,4000,168.89,1.0,36,0.33553,E,1,Debt Consolidation
46669,793A3554342349261DCEBA1,2012-07-30 10:49:50.050000000,2012-08-01 00:00:00,4000,361.56,1.0,12,0.23065,C,1,Debt Consolidation
46673,856B35647877416613EFEF9,2012-12-04 08:56:31.037000000,2012-12-11 00:00:00,5000,154.44,1.0,60,0.30234,D,1,Debt Consolidation
46675,467935358995182517BFC26,2011-12-30 09:50:09.913000000,2012-01-10 00:00:00,9000,296.96,1.0,36,0.14358,A,1,Debt Consolidation
46683,1A5D3534235582224E21E20,2011-12-26 17:50:47.503000000,2012-01-10 00:00:00,4000,172.6,1.0,36,0.35285,HR,1,Debt Consolidation
46687,174F3560804898711BD84B8,2012-10-23 13:26:43.040000000,2012-11-05 00:00:00,10000,389.5,1.0,36,0.27285,D,1,Debt Consolidation
46698,332F355269047143741C617,2012-07-26 06:54:26.317000000,2012-07-31 00:00:00,3000,130.28,1.0,36,0.35797,HR,7,Other
46710,DB3235414561494775883B4,2012-03-06 12:21:23.090000000,2012-03-08 00:00:00,2000,86.85,1.0,36,0.35797,HR,15,Medical/Dental
46724,743B3551089857600265E69,2012-06-28 12:45:38.287000000,2012-07-05 00:00:00,6000,211.71,1.0,36,0.19921,B,13,Household Expenses
46738,D99335643048175723B61DE,2012-12-10 15:06:14.777000000,2012-12-18 00:00:00,11250,379.0,1.0,36,0.15833,A,1,Debt Consolidation
46739,D99A3562614835568C59A0D,2012-11-07 23:54:49.100000000,2012-11-15 00:00:00,2000,72.04,1.0,36,0.21434,C,18,Taxes
46751,62B13550879419311D95B4D,2012-06-23 21:29:20.063000000,2012-06-27 00:00:00,2000,77.28,1.0,36,0.26681,D,7,Other
46761,1760354041954269345E207,2012-03-06 12:58:16.293000000,2012-03-09 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
46762,1760355099644694415A0E5,2012-07-09 15:30:43.057000000,2012-07-11 00:00:00,2000,188.57,1.0,12,0.31368,E,15,Medical/Dental
46783,3EFC355737152563597C77C,2012-09-07 07:56:48.800000000,2012-09-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46789,33763552056677323652597,2012-07-17 05:25:57.093000000,2012-08-06 00:00:00,7000,278.28,1.0,36,0.28851,D,1,Debt Consolidation
46794,33A63542852694718CE7EF5,2012-03-27 13:05:16.587000000,2012-04-06 00:00:00,18000,418.46,1.0,60,0.15784,A,1,Debt Consolidation
46798,CFF1354758236206837B247,2012-05-22 12:51:09.580000000,2012-05-25 00:00:00,15000,439.3,1.0,60,0.27462,C,1,Debt Consolidation
46806,D7E935419245479713D101F,2012-03-15 20:21:19.947000000,2012-05-11 00:00:00,4000,151.69,1.0,36,0.25259,C,1,Debt Consolidation
46810,FBD03539113573822883E0D,2012-02-20 14:50:54.653000000,2012-02-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46816,746635363846339474B23D1,2012-01-18 09:31:46.247000000,2012-01-27 00:00:00,13000,295.52,1.0,60,0.14766,A,1,Debt Consolidation
46820,747C35587051935616C5D45,2012-09-28 19:10:45.750000000,2012-11-23 00:00:00,4000,169.94,1.0,36,0.34045,E,1,Debt Consolidation
46831,D9B335590388304642C46DC,2012-10-02 08:15:32.963000000,2012-10-22 00:00:00,16700,526.33,1.0,36,0.09736,AA,1,Debt Consolidation
46857,FA2F3543943007444EA4127,2012-04-16 12:24:49.173000000,2012-04-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46860,E2E43556515930210EB9DEE,2012-08-25 13:47:13.597000000,2012-08-30 00:00:00,12000,267.42,1.0,60,0.14341,AA,1,Debt Consolidation
46863,E32235396584913636A5019,2012-02-23 11:46:03.883000000,2012-02-28 00:00:00,12500,467.67,1.0,36,0.24246,C,1,Debt Consolidation
46870,3F323542864666831E995B0,2012-03-27 12:49:28.123000000,2012-03-29 00:00:00,4000,137.66,1.0,36,0.17359,B,1,Debt Consolidation
46880,33C2354098992007285EF18,2012-03-01 05:06:38.053000000,2012-03-05 00:00:00,4000,173.71,1.0,36,0.35797,HR,18,Taxes
46887,A2273533642888021BAAC84,2011-11-29 13:17:35.650000000,2012-02-08 00:00:00,5000,128.19,1.0,60,0.20358,B,3,Business
46889,A2303558060334604E35269,2012-09-25 08:52:42.870000000,2012-09-28 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46891,A23335451623104033C1A89,2012-04-12 13:49:29.717000000,2012-04-20 00:00:00,8000,215.75,1.0,60,0.23318,B,6,Auto
46892,D0173550582655851078074,2012-06-21 13:09:30.153000000,2012-07-03 00:00:00,8000,234.29,1.0,60,0.27462,C,14,Large Purchases
46895,EC6A35512255685161E5844,2012-06-23 09:22:04.370000000,2012-06-26 00:00:00,5000,150.0,1.0,60,0.28704,D,1,Debt Consolidation
46897,EC6F3562465196697339E31,2012-11-01 18:25:54.977000000,2012-12-03 00:00:00,25000,817.17,1.0,36,0.13697,A,20,Wedding Loans
46898,EC703561690475341D91FD3,2012-11-07 08:07:05.170000000,2012-11-26 00:00:00,10000,216.23,1.0,60,0.12992,AA,1,Debt Consolidation
46900,EC7A3544449827234EF926B,2012-04-13 11:26:00.013000000,2012-04-24 00:00:00,12500,419.37,1.0,36,0.15538,A,12,Green Loans
46906,90E33560518875222A40221,2012-10-20 11:18:30.750000000,2012-10-25 00:00:00,6500,136.13,1.0,60,0.11582,AA,1,Debt Consolidation
46919,195A3539799903702E1E87A,2012-02-26 17:12:31.800000000,2012-09-25 00:00:00,2000,51.35,1.0,60,0.20931,B,1,Debt Consolidation
46930,857D3555600089919DEBC91,2012-08-08 12:06:49.670000000,2012-08-24 00:00:00,14000,426.16,1.0,60,0.29464,D,1,Debt Consolidation
46935,7BDF3545578977990809442,2012-05-06 05:31:27.930000000,2012-05-09 00:00:00,4000,138.05,1.0,36,0.18316,B,19,Vacation
46945,D6DC35549907790144F7003,2012-08-14 12:12:56.517000000,2012-08-31 00:00:00,25000,534.63,1.0,60,0.12502,AA,1,Debt Consolidation
46946,56A4355028573169687F3D5,2012-06-27 15:15:37.293000000,2012-06-29 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
46947,56A535503585077838916A5,2012-06-28 11:02:55.900000000,2012-07-03 00:00:00,15000,404.54,1.0,60,0.23318,B,7,Other
46958,A10C3556750825211CCBF68,2012-08-28 09:36:28.067000000,2012-08-31 00:00:00,12500,485.44,1.0,36,0.2706,D,1,Debt Consolidation
46960,A11B3549153669942EF2A19,2012-05-31 13:03:11.597000000,2012-06-11 00:00:00,13000,301.48,1.0,60,0.16151,A,7,Other
46966,3F8235568456204809C69DB,2012-09-12 01:59:33.767000000,2012-09-20 00:00:00,3600,332.14,1.0,12,0.27079,D,15,Medical/Dental
46967,3F8D3544065530087A68746,2012-04-02 12:12:14.383000000,2012-04-05 00:00:00,15000,458.48,1.0,60,0.2968,D,7,Other
46969,3FAB3548387109014EE4212,2012-06-01 13:20:34.817000000,2012-06-08 00:00:00,10000,269.69,1.0,60,0.23318,B,7,Other
46973,FBE93563896803252123DE5,2012-12-02 13:26:58.320000000,2012-12-07 00:00:00,2000,86.85,1.0,36,0.35797,HR,19,Vacation
46981,33F735387409933584D0F6B,2012-01-28 11:59:58.297000000,2012-01-31 00:00:00,15000,559.29,1.0,36,0.2399,C,1,Debt Consolidation
46983,33FA3537408164724FE70A9,2012-01-12 13:47:02.520000000,2012-01-25 00:00:00,10000,291.64,1.0,60,0.27246,C,11,Engagement Ring
46990,1A463551195967040A8E50C,2012-07-12 17:06:30.583000000,2012-07-17 00:00:00,3500,147.78,1.0,36,0.33553,E,2,Home Improvement
46992,1A5E3540261835321BE4935,2012-03-06 10:20:22.157000000,2012-03-09 00:00:00,8000,252.48,1.0,60,0.31375,D,6,Auto
46993,1A6635382828848300B1B85,2012-02-10 18:08:59.277000000,2012-02-23 00:00:00,6500,242.36,1.0,36,0.2399,C,1,Debt Consolidation
47003,A2673555680810963A698F8,2012-09-01 15:27:21.727000000,2012-09-06 00:00:00,5000,180.11,1.0,36,0.21434,C,14,Large Purchases
47004,A275356662093488582D836,2012-12-14 15:54:55.380000000,2012-12-21 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47013,D26E3562126282523C1D59B,2012-10-25 07:56:11.067000000,2012-10-30 00:00:00,3000,130.28,1.0,36,0.35797,HR,1,Debt Consolidation
47021,A3513555758906786680DA4,2012-08-21 20:45:47.263000000,2012-08-24 00:00:00,4500,134.01,1.0,60,0.28324,D,18,Taxes
47029,E9423566381409347870FA1,2012-12-12 08:22:21.063000000,2012-12-19 00:00:00,7000,228.81,1.0,36,0.13697,A,1,Debt Consolidation
47036,D70835540829706531822E8,2012-08-13 13:55:36.047000000,2012-08-28 00:00:00,4000,135.82,1.0,60,0.35365,E,15,Medical/Dental
47038,B95F356070797453198B40D,2012-10-10 09:44:51.133000000,2012-10-15 00:00:00,4000,135.17,1.0,60,0.35097,E,1,Debt Consolidation
47058,E95C3552081723427EC9A5A,2012-07-16 19:25:56.970000000,2012-07-25 00:00:00,14000,441.83,1.0,60,0.31375,D,1,Debt Consolidation
47070,3FBF3564155611682BD93E2,2012-12-04 06:08:03.623000000,2012-12-06 00:00:00,4000,135.17,1.0,60,0.35097,E,1,Debt Consolidation
47072,3FCD353905850346656551A,2012-02-17 18:22:22.367000000,2012-02-24 00:00:00,8500,292.54,1.0,36,0.17359,B,1,Debt Consolidation
47079,1A593563726650623400496,2012-12-04 07:37:45.593000000,2012-12-13 00:00:00,8973,300.15,1.0,36,0.15324,A,1,Debt Consolidation
47091,343535543054987347C080C,2012-08-01 16:54:09.320000000,2012-08-07 00:00:00,2000,58.68,1.0,60,0.27554,C,1,Debt Consolidation
47092,34373550818576427B1E8B3,2012-06-25 20:11:09.023000000,2012-07-11 00:00:00,4000,143.97,1.0,36,0.21372,B,1,Debt Consolidation
47098,A2A235455553584685F2F71,2012-04-26 14:47:19.610000000,2012-05-07 00:00:00,15000,439.3,1.0,60,0.27462,C,3,Business
47099,A2A9355437032547593C792,2012-08-15 17:13:41.913000000,2012-08-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,6,Auto
47101,A2B23563531912971D3E5A0,2012-11-12 08:21:18.427000000,2012-11-16 00:00:00,4000,113.52,1.0,60,0.25861,C,1,Debt Consolidation
47103,A6273548962358416E9D095,2012-06-14 10:02:13.427000000,2012-06-29 00:00:00,20000,481.17,1.0,60,0.17849,A,2,Home Improvement
47104,6CBC35518535090513844FD,2012-07-18 09:44:56.540000000,2012-07-26 00:00:00,15000,415.99,1.0,60,0.24702,C,1,Debt Consolidation
47107,6CDC355168071050568F39A,2012-07-16 09:22:29.583000000,2012-07-25 00:00:00,15000,596.32,1.0,36,0.28851,D,1,Debt Consolidation
47112,6D0235526716413252456C2,2012-07-07 14:33:15.610000000,2012-07-16 00:00:00,13500,395.37,1.0,60,0.27462,C,1,Debt Consolidation
47113,DAE23555610306472AF17C0,2012-08-11 12:57:41.740000000,2012-08-29 00:00:00,15000,464.8,1.0,36,0.08577,AA,1,Debt Consolidation
47126,E94E35380567805238F40D1,2012-01-18 18:02:20.080000000,2012-01-31 00:00:00,2000,86.85,1.0,36,0.35797,HR,10,Cosmetic Procedure
47127,E95A3546377052293DFC761,2012-05-16 06:05:00.777000000,2012-06-01 00:00:00,3500,132.73,1.0,36,0.25259,C,13,Household Expenses
47128,E9633544367286344906261,2012-04-09 11:41:33.293000000,2012-04-12 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
47139,FE0E35433316097800345DC,2012-04-06 16:00:38.810000000,2012-04-23 00:00:00,3000,103.25,1.0,36,0.17359,B,7,Other
47140,4D0B35484805108678C6719,2012-05-29 08:53:28.967000000,2012-05-31 00:00:00,4000,169.78,1.0,36,0.33973,E,15,Medical/Dental
47150,19203543514545198DC46ED,2012-04-13 12:07:01.020000000,2012-04-17 00:00:00,2000,69.03,1.0,36,0.18316,B,13,Household Expenses
47151,192335400624232303F330C,2012-02-21 12:05:00.257000000,2012-02-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
47156,1C833560352592746C0AF47,2012-10-05 13:44:31.937000000,2012-10-10 00:00:00,4500,125.88,1.0,60,0.25133,C,2,Home Improvement
47157,E9683538317294807748C48,2012-01-23 13:24:02.530000000,2012-01-27 00:00:00,4000,171.98,1.0,36,0.34998,E,18,Taxes
47158,E96835552979724479DF81D,2012-08-09 08:53:40.190000000,2012-08-21 00:00:00,3000,130.28,1.0,36,0.35797,HR,13,Household Expenses
47159,E96F35475857457278B1F4F,2012-05-21 14:04:54.997000000,2012-06-01 00:00:00,13000,312.76,1.0,60,0.17849,A,7,Other
47163,E99035372698440011A9D1A,2012-01-28 11:54:49.757000000,2012-02-16 00:00:00,7000,261.9,1.0,36,0.24246,C,1,Debt Consolidation
47168,3FEF35548872462710C97A9,2012-08-13 10:44:04.073000000,2012-08-22 00:00:00,15000,434.4,1.0,60,0.26887,C,13,Household Expenses
47176,345635583007832017C6759,2012-09-17 11:00:24.573000000,2012-09-24 00:00:00,22000,690.82,1.0,36,0.09484,AA,1,Debt Consolidation
47181,346D3555053072676899B3A,2012-08-01 18:46:32.977000000,2012-08-08 00:00:00,3000,88.02,1.0,60,0.27554,C,6,Auto
47198,A55C3539273412125D9EBA0,2012-02-10 07:59:11.587000000,2012-04-30 00:00:00,4000,348.27,1.0,12,0.11893,A,1,Debt Consolidation
47199,A55D355609763120555BCEC,2012-08-16 11:44:50.220000000,2012-09-25 00:00:00,6500,248.2,1.0,36,0.25781,D,6,Auto
47207,EF793553510885101AA8CD0,2012-08-06 11:15:40.653000000,2012-09-07 00:00:00,16500,530.4,1.0,36,0.12528,A,1,Debt Consolidation
47210,DFDD3546182504552B09E47,2012-05-04 18:40:25.493000000,2012-05-11 00:00:00,15000,439.3,1.0,60,0.27462,C,7,Other
47213,DFE13560013115120591F17,2012-10-04 20:40:22.200000000,2012-10-10 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47224,1C983540279522579A7B148,2012-03-06 08:36:53.263000000,2012-03-15 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
47230,A1F735524920659698994ED,2012-07-14 10:26:08.390000000,2012-07-17 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
47235,A2213558145091631A6A5FF,2012-09-12 14:36:27.937000000,2012-09-21 00:00:00,15000,466.52,1.0,36,0.08829,AA,7,Other
47241,8F5D35610551901405EC3C6,2012-10-22 14:29:22.690000000,2012-10-31 00:00:00,25000,653.89,1.0,60,0.21822,B,1,Debt Consolidation
47245,5585356002120502435074F,2012-10-14 12:11:20.603000000,2012-10-19 00:00:00,15500,350.38,1.0,60,0.14985,A,1,Debt Consolidation
47246,55873559000422805064318,2012-10-06 13:36:11.147000000,2012-10-10 00:00:00,12000,323.36,1.0,60,0.23277,C,1,Debt Consolidation
47254,E99A3560458021135CF391C,2012-10-05 09:47:56.083000000,2012-10-12 00:00:00,10000,0.0,1.0,12,0.0709,AA,1,Debt Consolidation
47258,E9A23562899126878D66BAC,2012-11-21 14:23:57.510000000,2012-12-11 00:00:00,6000,217.64,1.0,36,0.21945,C,1,Debt Consolidation
47263,400835637524600218B8D50,2012-11-13 07:04:05.233000000,2012-11-29 00:00:00,25000,552.71,1.0,60,0.13983,A,1,Debt Consolidation
47266,400D35379916765438B6E41,2012-01-17 13:52:24.930000000,2012-01-30 00:00:00,15000,315.83,1.0,60,0.09826,AA,1,Debt Consolidation
47271,402535628908575651B3A5A,2012-11-17 20:37:15.070000000,2012-12-10 00:00:00,4000,150.68,1.0,36,0.24758,C,13,Household Expenses
47274,347D35623465732780A3141,2012-11-18 08:20:49.967000000,2012-11-20 00:00:00,5109,164.23,1.0,36,0.12528,A,1,Debt Consolidation
47276,348F35369977546899CB9CB,2012-01-14 18:13:59.960000000,2012-01-18 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47297,A5803557451409639C87150,2012-08-31 03:16:36.267000000,2012-09-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
47302,EFD835595532834655F979F,2012-09-26 00:15:22.867000000,2012-10-01 00:00:00,4000,173.71,1.0,36,0.35797,HR,7,Other
47305,EFF3354644669043269384B,2012-04-29 13:59:38.257000000,2012-05-04 00:00:00,8000,252.48,1.0,60,0.31375,D,1,Debt Consolidation
47306,D29535505218671411FAB57,2012-06-21 07:04:36.077000000,2012-06-25 00:00:00,2000,71.98,1.0,36,0.21372,B,1,Debt Consolidation
47311,FBED35578611122452B1668,2012-09-14 07:43:02.767000000,2012-09-18 00:00:00,5000,133.56,1.0,60,0.22847,B,1,Debt Consolidation
47315,FC1135490750579957446F3,2012-06-05 09:57:18.347000000,2012-06-22 00:00:00,4500,144.44,1.0,36,0.12427,A,1,Debt Consolidation
47322,1BCB35432039212594817E0,2012-04-03 16:16:04.657000000,2012-04-10 00:00:00,15000,516.24,1.0,36,0.17359,B,1,Debt Consolidation
47346,6E4E35569113271667122C7,2012-09-06 17:50:13.917000000,2012-09-13 00:00:00,4000,169.13,1.0,36,0.33665,E,2,Home Improvement
47359,402E3562894356605FB6E9A,2012-11-12 22:32:31.673000000,2012-11-20 00:00:00,13000,290.69,1.0,60,0.14494,A,13,Household Expenses
47364,62163561001724107496E71,2012-10-16 09:56:03.653000000,2012-11-02 00:00:00,3000,130.28,1.0,36,0.35797,HR,2,Home Improvement
47368,33913543696651010B1B5E1,2012-04-05 14:52:06.623000000,2012-04-11 00:00:00,2000,86.85,1.0,36,0.35797,HR,2,Home Improvement
47371,339E354822215958353D9FE,2012-05-23 05:55:33.463000000,2012-05-25 00:00:00,3000,96.3,1.0,36,0.12427,A,15,Medical/Dental
47381,A7263552811604818826C40,2012-07-12 09:08:07.733000000,2012-07-20 00:00:00,15000,1334.42,1.0,12,0.17969,B,3,Business
47383,A729355966882199464E6A8,2012-10-19 07:27:16.083000000,2012-10-23 00:00:00,7000,225.02,1.0,36,0.12528,A,3,Business
47388,92B835314780825589C15DF,2011-11-05 15:39:56.490000000,2012-02-01 00:00:00,15000,384.58,1.0,60,0.20358,B,1,Debt Consolidation
47404,1B4735364380240970CD8FC,2012-01-17 13:43:57.513000000,2012-01-23 00:00:00,15000,437.46,1.0,60,0.27246,C,1,Debt Consolidation
